Periodo;Partner;Pais;Usuarios_Nuevos;Primera_Recarga;Usuarios_que_Depositaron;Activos_Deportivas;Activos_Casino;Primer_Deposito_Por_Pasarela
19/04/2023;Lotosports;Brasil;102;21;444;413;247;
19/04/2023;Casino Miravalle Palace;México;2;0;1;0;1;
19/04/2023;Doradobet;Ecuador;46;11;89;289;64;
19/04/2023;Gangabet;Venezuela;18;4;40;109;18;
19/04/2023;Winbet;Venezuela;1;0;0;1;0;
19/04/2023;Gangabet;Brasil;5;1;1;0;1;
19/04/2023;iBetSupreme;Guyana;5;1;21;33;16;
19/04/2023;Justbetja;Jamaica;21;13;486;2176;32;
19/04/2023;Doradobet;Chile;12;10;47;64;23;
19/04/2023;Latinbet;Panamá;12;6;258;372;2;
19/04/2023;Gangabet;México;14;8;37;65;19;
19/04/2023;Gangabet;Chile;4;1;6;21;4;
19/04/2023;Netabet;México;5;3;174;292;36;
20/04/2023;Hondubet;Honduras;47;23;281;489;58;
20/04/2023;Ecuabet;Ecuador;1795;803;27979;57567;8657;
20/04/2023;Doradobet;Perú;848;409;10661;22772;4551;
20/04/2023;Milbets;Brasil;50;19;74;65;64;
20/04/2023;Doradobet;Guatemala;23;3;19;50;19;
20/04/2023;Lotosports;Brasil;33;16;412;342;258;
20/04/2023;Doradobet;Nicaragua;98;23;669;1275;333;
20/04/2023;Doradobet;Chile;8;6;34;57;22;
20/04/2023;Doradobet;Ecuador;39;10;69;236;64;
20/04/2023;Doradobet;Costa Rica;38;6;209;441;115;
20/04/2023;Gangabet;Perú;60;24;699;1065;89;
20/04/2023;Gangabet;México;16;11;37;56;10;
20/04/2023;Eltribet;México;26;2;8;25;8;
20/04/2023;Gangabet;Brasil;5;1;1;1;1;
20/04/2023;Justbetja;Jamaica;18;11;510;2209;37;
20/04/2023;iBetSupreme;Guyana;19;14;42;40;25;
20/04/2023;Latinbet;Panamá;14;4;265;364;1;
20/04/2023;Gangabet;Venezuela;30;7;39;110;29;
20/04/2023;Netabet;México;5;0;180;305;35;
20/04/2023;Gangabet;Chile;1;0;10;15;9;
20/04/2023;Casino Miravalle Palace;México;1;0;1;1;1;
20/04/2023;Winbet;Venezuela;0;0;0;1;0;
21/04/2023;Ecuabet;Ecuador;1364;623;23282;47862;8404;
21/04/2023;Doradobet;Perú;457;180;5941;15576;4184;
21/04/2023;Doradobet;Nicaragua;71;14;691;1143;189;
21/04/2023;Eltribet;México;15;0;5;17;6;
21/04/2023;Gangabet;Perú;32;20;464;786;100;
21/04/2023;Justbetja;Jamaica;18;6;674;2281;42;
21/04/2023;Lotosports;Brasil;18;7;369;318;262;
21/04/2023;Doradobet;Chile;8;0;20;44;21;
21/04/2023;Hondubet;Honduras;44;18;256;473;49;
21/04/2023;Gangabet;Brasil;13;0;0;0;0;
21/04/2023;Doradobet;Costa Rica;198;6;200;385;160;
21/04/2023;Doradobet;Ecuador;42;9;70;179;68;
21/04/2023;Doradobet;Guatemala;27;4;14;52;16;
21/04/2023;Netabet;México;5;5;188;319;36;
21/04/2023;Gangabet;Venezuela;23;8;62;95;19;
21/04/2023;Milbets;Brasil;53;11;54;52;55;
21/04/2023;Latinbet;Panamá;11;4;191;284;0;
21/04/2023;iBetSupreme;Guyana;3;7;41;40;26;
21/04/2023;Gangabet;Chile;1;0;5;17;4;
21/04/2023;Gangabet;México;27;7;34;115;76;
21/04/2023;Casino Astoria;México;1;0;0;0;0;
21/04/2023;Casino Miravalle Palace;México;0;0;2;0;2;
21/04/2023;Winbet;Venezuela;0;0;0;1;0;
22/04/2023;Gangabet;México;26;2;32;83;22;
22/04/2023;Doradobet;Perú;415;219;8138;17439;3532;
22/04/2023;Doradobet;Guatemala;39;3;20;50;10;
22/04/2023;Ecuabet;Ecuador;1574;698;27389;52525;7847;
22/04/2023;Eltribet;México;19;4;5;25;4;
22/04/2023;Hondubet;Honduras;71;14;302;538;50;
22/04/2023;Gangabet;Venezuela;11;4;77;99;18;
22/04/2023;Doradobet;Nicaragua;93;13;758;1291;179;
22/04/2023;Doradobet;Ecuador;30;9;77;224;56;
22/04/2023;Gangabet;Perú;38;16;612;918;87;
22/04/2023;Lotosports;Brasil;26;10;436;373;229;
22/04/2023;Doradobet;Costa Rica;126;19;247;468;108;
22/04/2023;Gangabet;Brasil;10;0;1;0;1;
22/04/2023;Milbets;Brasil;40;7;52;63;53;
22/04/2023;iBetSupreme;Guyana;9;1;26;39;21;
22/04/2023;Justbetja;Jamaica;16;11;662;2815;34;
22/04/2023;Latinbet;Panamá;12;8;270;357;1;
22/04/2023;Gangabet;Chile;1;1;9;16;6;
22/04/2023;Doradobet;Chile;4;3;32;48;16;
22/04/2023;Netabet;México;4;1;215;334;26;
22/04/2023;Casino Miravalle Palace;México;0;0;4;0;3;
22/04/2023;Winbet;Venezuela;0;0;0;1;0;
23/04/2023;Doradobet;Nicaragua;72;12;435;1019;130;
23/04/2023;Ecuabet;Ecuador;2017;633;23327;51475;7697;
23/04/2023;Hondubet;Honduras;64;16;214;488;45;
23/04/2023;Doradobet;Perú;401;209;7136;17225;2791;
23/04/2023;Eltribet;México;26;2;4;17;5;
23/04/2023;Milbets;Brasil;114;2;51;54;66;
23/04/2023;Doradobet;Costa Rica;186;20;172;411;89;
23/04/2023;Doradobet;Chile;12;2;28;47;20;
23/04/2023;Lotosports;Brasil;19;9;393;373;207;
23/04/2023;Doradobet;Guatemala;40;2;20;54;14;
23/04/2023;Latinbet;Panamá;5;1;176;302;0;
23/04/2023;Doradobet;Ecuador;53;6;68;228;53;
23/04/2023;Gangabet;Perú;30;14;512;859;76;
23/04/2023;Netabet;México;3;0;137;276;27;
23/04/2023;Gangabet;Brasil;10;0;0;0;0;
23/04/2023;iBetSupreme;Guyana;5;0;2;27;8;
23/04/2023;Gangabet;México;28;1;19;53;9;
23/04/2023;Justbetja;Jamaica;18;3;399;2375;25;
23/04/2023;Gangabet;Venezuela;8;6;64;93;17;
23/04/2023;Powerbet;Venezuela;1;0;0;0;0;
23/04/2023;Gangabet;Chile;1;0;7;12;7;
23/04/2023;Casino Miravalle Palace;México;0;0;1;0;1;
23/04/2023;Winbet;Venezuela;0;0;0;1;0;
24/04/2023;Ecuabet;Ecuador;1270;507;19021;40123;7111;
24/04/2023;Doradobet;Ecuador;28;8;59;173;59;
24/04/2023;Doradobet;Perú;510;271;7411;17318;2672;
24/04/2023;Doradobet;Costa Rica;162;10;221;387;107;
24/04/2023;Doradobet;Guatemala;33;2;10;46;12;
24/04/2023;Doradobet;Nicaragua;66;17;485;910;112;
24/04/2023;Hondubet;Honduras;19;10;186;396;41;
24/04/2023;Eltribet;México;27;7;8;19;5;
24/04/2023;Gangabet;Perú;45;20;517;849;80;
24/04/2023;Gangabet;Brasil;7;0;0;0;0;
24/04/2023;Doradobet;Chile;6;1;31;41;19;
24/04/2023;Netabet;México;5;0;147;257;31;
24/04/2023;Lotosports;Brasil;30;12;337;282;250;
24/04/2023;Justbetja;Jamaica;13;11;397;1613;37;
24/04/2023;Gangabet;México;110;3;20;145;13;
24/04/2023;Milbets;Brasil;182;11;49;49;39;
24/04/2023;Gangabet;Chile;4;0;7;14;7;
24/04/2023;Gangabet;Venezuela;8;7;59;109;13;
24/04/2023;iBetSupreme;Guyana;5;19;54;27;36;
24/04/2023;Latinbet;Panamá;8;1;178;268;0;
24/04/2023;Casino Miravalle Palace;México;0;0;1;0;1;
24/04/2023;Winbet;Venezuela;0;0;0;1;0;
25/04/2023;Doradobet;Chile;6;3;20;33;18;
25/04/2023;Ecuabet;Ecuador;1182;524;23372;44892;7880;
25/04/2023;Doradobet;Perú;447;204;6311;14938;3632;
25/04/2023;Gangabet;México;71;7;26;188;160;
25/04/2023;Eltribet;México;27;6;9;20;6;
25/04/2023;Gangabet;Brasil;14;0;0;0;0;
25/04/2023;Doradobet;Costa Rica;102;13;190;395;119;
25/04/2023;Doradobet;Guatemala;30;6;20;48;11;
25/04/2023;Latinbet;Panamá;18;8;260;339;1;
25/04/2023;Doradobet;Nicaragua;58;13;665;1103;148;
25/04/2023;Lotosports;Brasil;31;11;363;328;223;
25/04/2023;Hondubet;Honduras;102;18;272;478;62;
25/04/2023;Doradobet;Ecuador;23;8;62;185;65;
25/04/2023;Milbets;Brasil;286;10;61;60;45;
25/04/2023;Gangabet;Perú;25;12;470;766;81;
25/04/2023;Justbetja;Jamaica;23;18;588;2289;45;
25/04/2023;Netabet;México;4;3;174;290;26;
25/04/2023;iBetSupreme;Guyana;25;20;48;34;33;
25/04/2023;Winbet;Venezuela;1;0;0;1;0;
25/04/2023;Gangabet;Chile;2;1;7;11;5;
25/04/2023;Gangabet;Venezuela;14;4;65;93;11;
25/04/2023;Casino Miravalle Palace;México;0;0;1;0;1;
25/04/2023;Casino Intercontinental;México;0;0;0;0;1;
26/04/2023;Ecuabet;Ecuador;1508;689;27165;50552;7976;
26/04/2023;Milbets;Brasil;585;16;60;53;40;
26/04/2023;Doradobet;Perú;448;206;7928;17693;3597;
26/04/2023;Doradobet;Ecuador;41;8;71;205;75;
26/04/2023;Doradobet;Nicaragua;65;10;696;1201;212;
26/04/2023;Gangabet;México;49;6;30;177;160;
26/04/2023;Doradobet;Costa Rica;62;12;244;474;182;
26/04/2023;Eltribet;México;15;3;7;26;4;
26/04/2023;Hondubet;Honduras;39;23;307;555;58;
26/04/2023;Doradobet;Guatemala;25;2;18;57;14;
26/04/2023;Gangabet;Perú;41;21;574;860;75;
26/04/2023;Gangabet;Brasil;9;0;1;0;0;
26/04/2023;iBetSupreme;Guyana;19;13;51;49;32;
26/04/2023;Lotosports;Brasil;28;15;400;364;229;
26/04/2023;Latinbet;Panamá;17;10;278;374;0;
26/04/2023;Justbetja;Jamaica;26;28;716;2714;38;
26/04/2023;Gangabet;Chile;6;0;9;12;4;
26/04/2023;Netabet;México;5;2;168;287;31;
26/04/2023;Gangabet;Venezuela;26;3;53;74;13;
26/04/2023;Doradobet;Chile;13;1;27;37;20;
26/04/2023;Powerbet;Venezuela;1;0;0;0;0;
26/04/2023;Casino Miravalle Palace;México;0;0;1;0;1;
26/04/2023;Winbet;Venezuela;0;0;0;1;0;
27/04/2023;Doradobet;Perú;422;163;5875;14968;4059;
27/04/2023;Doradobet;Chile;10;3;25;39;18;
27/04/2023;Ecuabet;Ecuador;1391;521;22509;45354;8458;
27/04/2023;Doradobet;Costa Rica;25;9;174;357;135;
27/04/2023;Doradobet;Nicaragua;75;9;512;968;144;
27/04/2023;Hondubet;Honduras;25;16;230;488;54;
27/04/2023;Gangabet;Perú;57;11;461;772;84;
27/04/2023;Eltribet;México;14;1;4;22;5;
27/04/2023;Doradobet;Ecuador;43;6;61;171;75;
27/04/2023;Gangabet;México;73;12;26;199;196;
27/04/2023;iBetSupreme;Guyana;4;14;43;40;28;
27/04/2023;Gangabet;Brasil;8;0;0;0;0;
27/04/2023;Casino Gran palacio;México;1;0;0;0;0;
27/04/2023;Gangabet;Chile;3;0;6;10;4;
27/04/2023;Casino Miravalle Palace;México;1;0;0;0;1;
27/04/2023;Milbets;Brasil;656;9;39;44;32;
27/04/2023;Lotosports;Brasil;16;18;358;299;220;
27/04/2023;Justbetja;Jamaica;20;13;500;2209;41;
27/04/2023;Latinbet;Panamá;17;10;206;301;2;
27/04/2023;Doradobet;Guatemala;21;2;15;49;19;
27/04/2023;Gangabet;Venezuela;6;2;52;68;14;
27/04/2023;Netabet;México;0;3;134;252;29;
27/04/2023;Winbet;Venezuela;0;0;0;1;0;
28/04/2023;Ecuabet;Ecuador;1700;671;29567;52886;9013;
28/04/2023;Doradobet;Perú;432;239;7484;16275;5083;
28/04/2023;Latinbet;Panamá;11;13;249;326;0;
28/04/2023;Hondubet;Honduras;24;16;291;515;44;
28/04/2023;Doradobet;Nicaragua;56;10;648;1091;202;
28/04/2023;Doradobet;Costa Rica;56;6;202;394;135;
28/04/2023;Doradobet;Ecuador;40;10;72;197;68;
28/04/2023;Gangabet;Chile;7;0;8;15;2;
28/04/2023;Gangabet;México;39;13;46;123;59;
28/04/2023;Doradobet;Guatemala;34;5;24;55;22;
28/04/2023;Doradobet;Chile;8;5;32;52;69;
28/04/2023;Gangabet;Venezuela;16;6;60;132;18;
28/04/2023;Milbets;Brasil;509;8;51;49;40;
28/04/2023;Eltribet;México;106;5;8;32;7;
28/04/2023;Gangabet;Perú;42;14;553;824;73;
28/04/2023;Lotosports;Brasil;22;16;359;290;241;
28/04/2023;iBetSupreme;Guyana;15;6;42;44;22;
28/04/2023;Gangabet;Brasil;10;0;1;1;0;
28/04/2023;Virtualsoft;Perú;1;0;0;0;1;
28/04/2023;Justbetja;Jamaica;19;11;655;2292;42;
28/04/2023;Netabet;México;2;2;189;312;43;
28/04/2023;Casino Miravalle Palace;México;0;0;2;0;3;
28/04/2023;Casino Astoria;México;0;0;1;0;1;
29/04/2023;Doradobet;Perú;413;240;8925;18669;5191;
29/04/2023;Hondubet;Honduras;35;22;336;617;51;
29/04/2023;Ecuabet;Ecuador;1707;715;30587;57553;9049;
29/04/2023;Doradobet;Ecuador;43;9;75;214;64;
29/04/2023;Eltribet;México;59;11;16;37;12;
29/04/2023;Doradobet;Costa Rica;21;9;244;490;177;
29/04/2023;Doradobet;Guatemala;33;3;19;59;16;
29/04/2023;Milbets;Brasil;227;10;54;50;40;
29/04/2023;Gangabet;México;22;8;48;103;38;
29/04/2023;Doradobet;Nicaragua;59;16;698;1240;414;
29/04/2023;Lotosports;Brasil;15;8;401;378;242;
29/04/2023;Gangabet;Perú;52;20;699;985;98;
29/04/2023;Latinbet;Panamá;8;3;292;390;2;
29/04/2023;Justbetja;Jamaica;28;12;684;2841;43;
29/04/2023;iBetSupreme;Guyana;5;12;31;39;27;
29/04/2023;Gangabet;Venezuela;6;5;65;94;17;
29/04/2023;Gangabet;Brasil;5;0;0;0;0;
29/04/2023;Gangabet;Chile;3;2;9;13;4;
29/04/2023;Doradobet;Chile;6;4;33;53;33;
29/04/2023;Netabet;México;6;3;194;313;39;
29/04/2023;Casino Miravalle Palace;México;0;0;2;0;1;
29/04/2023;Winbet;Venezuela;0;0;0;1;0;
30/04/2023;Ecuabet;Ecuador;1292;462;21545;49805;8833;
30/04/2023;Gangabet;México;32;3;32;141;90;
30/04/2023;Doradobet;Nicaragua;51;9;437;1055;174;
30/04/2023;Doradobet;Perú;341;186;6892;17076;3182;
30/04/2023;Milbets;Brasil;113;9;58;54;43;
30/04/2023;Eltribet;México;16;2;5;26;10;
30/04/2023;Hondubet;Honduras;24;15;218;534;53;
30/04/2023;Doradobet;Ecuador;38;9;65;181;69;
30/04/2023;Lotosports;Brasil;14;12;397;364;234;
30/04/2023;Doradobet;Costa Rica;124;8;191;427;181;
30/04/2023;Gangabet;Chile;3;1;6;12;2;
30/04/2023;Gangabet;Perú;47;11;554;924;94;
30/04/2023;Gangabet;Brasil;6;0;0;0;0;
30/04/2023;Justbetja;Jamaica;21;8;446;2626;27;
30/04/2023;Doradobet;Guatemala;28;1;12;48;15;
30/04/2023;Doradobet;Chile;4;2;24;39;26;
30/04/2023;Latinbet;Panamá;10;6;212;352;0;
30/04/2023;Gangabet;Venezuela;5;2;58;91;13;
30/04/2023;Casino Intercontinental;México;1;0;0;0;0;
30/04/2023;Netabet;México;2;3;123;0;0;
30/04/2023;iBetSupreme;Guyana;3;0;3;32;17;
30/04/2023;Casino Miravalle Palace;México;0;0;1;0;0;
30/04/2023;Winbet;Venezuela;0;0;0;1;0;
1/05/2023;Doradobet;Perú;426;171;4627;12248;2938;
1/05/2023;Doradobet;Ecuador;35;11;63;140;82;
1/05/2023;Ecuabet;Ecuador;1063;471;19061;40827;7980;
1/05/2023;Gangabet;Perú;29;16;398;686;81;
1/05/2023;Gangabet;Chile;4;2;8;13;3;
1/05/2023;Doradobet;Guatemala;42;2;15;51;21;
1/05/2023;Gangabet;México;23;5;31;86;29;
1/05/2023;Doradobet;Nicaragua;78;14;415;884;225;
1/05/2023;Hondubet;Honduras;20;13;207;456;44;
1/05/2023;Doradobet;Costa Rica;18;7;204;343;129;
1/05/2023;Gangabet;Venezuela;9;4;45;69;9;
1/05/2023;Milbets;Brasil;20;12;42;46;37;
1/05/2023;Lotosports;Brasil;26;14;351;291;218;
1/05/2023;Justbetja;Jamaica;15;11;453;1791;41;
1/05/2023;Netabet;México;1;2;135;0;0;
1/05/2023;Gangabet;Brasil;6;0;1;1;1;
1/05/2023;Eltribet;México;6;2;8;24;11;
1/05/2023;iBetSupreme;Guyana;2;0;2;18;29;
1/05/2023;Latinbet;Panamá;4;1;175;278;1;
1/05/2023;Doradobet;Chile;1;2;25;32;23;
1/05/2023;Casino Miravalle Palace;México;0;0;2;0;0;
1/05/2023;Winbet;Venezuela;0;0;0;1;0;
2/05/2023;Doradobet;Perú;709;343;10805;21582;4001;
2/05/2023;Ecuabet;Ecuador;1674;845;32301;57771;8679;
2/05/2023;Doradobet;Ecuador;45;5;93;223;76;
2/05/2023;Justbetja;Jamaica;23;24;580;2315;44;
2/05/2023;Doradobet;Nicaragua;102;17;753;1221;185;
2/05/2023;Doradobet;Guatemala;45;2;25;60;15;
2/05/2023;Gangabet;Perú;37;14;761;1095;91;
2/05/2023;Netabet;México;2;3;145;0;0;
2/05/2023;Doradobet;Costa Rica;152;8;216;426;142;
2/05/2023;Hondubet;Honduras;42;27;344;581;48;
2/05/2023;Gangabet;México;13;3;23;145;102;
2/05/2023;Eltribet;México;9;1;7;22;8;
2/05/2023;Doradobet;Chile;7;2;33;64;40;
2/05/2023;Lotosports;Brasil;28;11;417;355;228;
2/05/2023;iBetSupreme;Guyana;7;7;57;49;30;
2/05/2023;Gangabet;Venezuela;4;3;51;81;6;
2/05/2023;Gangabet;Chile;3;0;12;16;6;
2/05/2023;Milbets;Brasil;20;10;61;59;36;
2/05/2023;Latinbet;Panamá;12;4;294;404;1;
2/05/2023;Gangabet;Brasil;7;0;0;0;0;
2/05/2023;Casino Miravalle Palace;México;0;0;3;0;0;
2/05/2023;Winbet;Venezuela;0;0;0;1;0;
3/05/2023;Doradobet;Perú;1154;619;12932;25150;4392;
3/05/2023;Lotosports;Brasil;34;22;444;359;230;
3/05/2023;Ecuabet;Ecuador;2139;1067;37286;63129;9415;
3/05/2023;Gangabet;Perú;67;21;817;1176;96;
3/05/2023;Doradobet;Costa Rica;108;31;235;431;163;
3/05/2023;Doradobet;Nicaragua;114;18;622;1137;219;
3/05/2023;Doradobet;Guatemala;22;3;24;56;20;
3/05/2023;Hondubet;Honduras;46;15;317;597;54;
3/05/2023;Doradobet;Ecuador;45;10;93;241;79;
3/05/2023;Doradobet;Chile;9;2;36;67;24;
3/05/2023;Netabet;México;4;2;152;0;0;
3/05/2023;Gangabet;México;14;3;34;176;132;
3/05/2023;Eltribet;México;6;4;7;23;7;
3/05/2023;Milbets;Brasil;50;20;68;59;43;
3/05/2023;Gangabet;Brasil;1;0;0;0;0;
3/05/2023;Justbetja;Jamaica;17;10;601;2454;37;
3/05/2023;Latinbet;Panamá;12;4;265;383;0;
3/05/2023;iBetSupreme;Guyana;18;9;42;44;38;
3/05/2023;Gangabet;Chile;12;2;9;19;5;
3/05/2023;Gangabet;Venezuela;3;2;45;77;10;
3/05/2023;Casino Miravalle Palace;México;0;0;2;0;0;
4/05/2023;Ecuabet;Ecuador;1514;623;27513;52571;8289;
4/05/2023;Milbets;Brasil;54;32;83;52;69;
4/05/2023;Doradobet;Perú;833;319;8553;19201;3423;
4/05/2023;Hondubet;Honduras;20;8;253;519;56;
4/05/2023;Doradobet;Nicaragua;72;20;602;1087;201;
4/05/2023;iBetSupreme;Guyana;15;15;51;43;32;
4/05/2023;Doradobet;Costa Rica;76;23;208;417;175;
4/05/2023;Eltribet;México;15;4;8;25;11;
4/05/2023;Lotosports;Brasil;27;11;399;327;249;
4/05/2023;Justbetja;Jamaica;11;9;510;2129;42;
4/05/2023;Gangabet;México;16;8;35;99;31;
4/05/2023;Latinbet;Panamá;9;4;216;327;1;
4/05/2023;Gangabet;Venezuela;13;3;55;68;11;
4/05/2023;Doradobet;Chile;2;0;27;49;22;
4/05/2023;Gangabet;Perú;25;6;586;948;89;
4/05/2023;Doradobet;Ecuador;41;10;72;198;70;
4/05/2023;Netabet;México;3;2;133;0;0;
4/05/2023;Gangabet;Chile;3;1;10;14;7;
4/05/2023;Doradobet;Guatemala;18;2;14;45;8;
4/05/2023;Gangabet;Panamá;1;0;0;0;0;
4/05/2023;Gangabet;Brasil;3;0;0;0;0;
4/05/2023;Casino Miravalle Palace;México;0;0;3;0;0;
4/05/2023;Winbet;Venezuela;0;0;0;1;0;
5/05/2023;Doradobet;Perú;499;156;5937;14109;3505;
5/05/2023;Ecuabet;Ecuador;1170;537;24575;45505;7936;
5/05/2023;Doradobet;Ecuador;32;11;67;171;57;
5/05/2023;Eltribet;México;12;1;8;23;7;
5/05/2023;Doradobet;Nicaragua;68;12;613;1034;219;
5/05/2023;Hondubet;Honduras;21;13;239;453;52;
5/05/2023;Milbets;Brasil;52;26;71;46;51;
5/05/2023;Doradobet;Chile;8;1;27;45;28;
5/05/2023;Gangabet;México;13;1;32;67;24;
5/05/2023;Doradobet;Costa Rica;80;20;199;361;130;
5/05/2023;Doradobet;Guatemala;17;1;17;48;13;
5/05/2023;Gangabet;Perú;28;9;462;758;95;
5/05/2023;Lotosports;Brasil;26;17;347;250;238;
5/05/2023;Justbetja;Jamaica;16;16;612;2084;35;
5/05/2023;iBetSupreme;Guyana;7;0;0;26;13;
5/05/2023;Gangabet;Venezuela;43;7;60;156;15;
5/05/2023;Latinbet;Panamá;5;2;208;298;0;
5/05/2023;Netabet;México;2;2;168;0;0;
5/05/2023;Gangabet;Chile;3;1;10;13;4;
5/05/2023;Gangabet;Brasil;1;0;1;0;1;
5/05/2023;Casino Miravalle Palace;México;1;0;1;0;0;
5/05/2023;Winbet;Venezuela;0;0;0;1;0;
6/05/2023;Doradobet;Nicaragua;125;23;756;1334;198;
6/05/2023;Ecuabet;Ecuador;1373;633;28637;54055;8357;
6/05/2023;Doradobet;Perú;575;279;8743;19391;5971;
6/05/2023;Gangabet;Perú;50;21;645;989;89;
6/05/2023;Milbets;Brasil;50;32;77;57;62;
6/05/2023;Hondubet;Honduras;38;21;326;610;54;
6/05/2023;Lotosports;Brasil;26;22;449;379;259;
6/05/2023;Doradobet;Guatemala;70;1;16;55;15;
6/05/2023;Gangabet;Venezuela;12;4;65;88;19;
6/05/2023;Doradobet;Chile;12;6;48;69;95;
6/05/2023;Latinbet;Panamá;21;8;308;418;1;
6/05/2023;Doradobet;Costa Rica;32;16;261;478;127;
6/05/2023;Eltribet;México;17;1;7;31;25;
6/05/2023;Justbetja;Jamaica;23;6;691;2962;38;
6/05/2023;Gangabet;Chile;4;0;12;20;2;
6/05/2023;Doradobet;Ecuador;32;15;75;209;57;
6/05/2023;iBetSupreme;Guyana;5;0;20;36;11;
6/05/2023;Gangabet;México;9;2;37;79;20;
6/05/2023;Netabet;México;6;3;215;0;0;
6/05/2023;Casino Miravalle Palace;México;0;0;3;0;0;
6/05/2023;Winbet;Venezuela;0;0;0;1;0;
6/05/2023;Gangabet;Brasil;0;0;0;1;1;
7/05/2023;Ecuabet;Ecuador;1575;581;23850;50915;7726;
7/05/2023;Gangabet;México;21;4;31;62;22;
7/05/2023;Eltribet;México;16;2;5;23;14;
7/05/2023;Doradobet;Perú;558;246;8110;19309;4185;
7/05/2023;Gangabet;Chile;4;2;9;15;6;
7/05/2023;Doradobet;Nicaragua;75;7;402;1002;134;
7/05/2023;Milbets;Brasil;46;23;75;70;53;
7/05/2023;Doradobet;Chile;8;1;24;62;32;
7/05/2023;Doradobet;Guatemala;39;2;13;52;9;
7/05/2023;Justbetja;Jamaica;25;5;400;2500;35;
7/05/2023;Hondubet;Honduras;33;10;233;554;56;
7/05/2023;Doradobet;Ecuador;37;0;40;182;41;
7/05/2023;Doradobet;Costa Rica;45;13;218;463;131;
7/05/2023;Gangabet;Perú;24;13;614;962;85;
7/05/2023;iBetSupreme;Guyana;6;0;1;20;7;
7/05/2023;Lotosports;Brasil;55;41;463;427;250;
7/05/2023;Latinbet;Panamá;11;9;188;350;2;
7/05/2023;Gangabet;Venezuela;11;6;61;80;21;
7/05/2023;Netabet;México;3;1;152;272;36;
7/05/2023;Gangabet;Brasil;1;0;0;0;0;
7/05/2023;Casino Miravalle Palace;México;0;0;2;1;1;
7/05/2023;Casino Gran palacio;México;0;0;1;0;1;
7/05/2023;Winbet;Venezuela;0;0;0;1;0;
8/05/2023;Doradobet;Perú;577;177;5745;14751;3053;
8/05/2023;Gangabet;Perú;43;11;429;744;84;
8/05/2023;Doradobet;Ecuador;50;7;40;177;89;
8/05/2023;Hondubet;Honduras;37;24;255;505;59;
8/05/2023;Doradobet;Guatemala;34;0;15;50;12;
8/05/2023;Ecuabet;Ecuador;1678;753;24866;47846;11603;
8/05/2023;Doradobet;Costa Rica;88;25;239;425;178;
8/05/2023;Eltribet;México;12;0;4;19;11;
8/05/2023;Latinbet;Panamá;12;7;216;337;3;
8/05/2023;Gangabet;México;12;1;18;187;17;
8/05/2023;Doradobet;Nicaragua;75;25;576;1073;267;
8/05/2023;Milbets;Brasil;33;20;66;48;50;
8/05/2023;Gangabet;Venezuela;17;4;43;117;26;
8/05/2023;Lotosports;Brasil;95;77;439;383;253;
8/05/2023;Doradobet;Chile;11;1;16;43;18;
8/05/2023;Netabet;México;7;4;136;0;0;
8/05/2023;Justbetja;Jamaica;14;7;481;2021;30;
8/05/2023;Powerbet;Venezuela;1;0;0;0;0;
8/05/2023;Virtualsoft;Perú;1;0;0;0;1;
8/05/2023;iBetSupreme;Guyana;2;30;54;25;13;
8/05/2023;Gangabet;Brasil;1;0;0;0;0;
8/05/2023;Sivarbet;El Salvador;3;0;0;0;0;
8/05/2023;Gangabet;Chile;1;0;7;15;4;
8/05/2023;Casino Miravalle Palace;México;0;0;1;0;0;
8/05/2023;Winbet;Venezuela;0;0;0;1;0;
9/05/2023;Ecuabet;Ecuador;2715;1339;36217;61290;10516;
9/05/2023;Gangabet;Perú;68;23;680;1014;79;
9/05/2023;Hondubet;Honduras;45;27;342;634;60;
9/05/2023;Doradobet;Guatemala;104;8;30;69;14;
9/05/2023;Doradobet;Costa Rica;124;27;267;568;174;
9/05/2023;Doradobet;Perú;1076;572;11786;23192;3319;
9/05/2023;Doradobet;Nicaragua;188;41;915;1417;181;
9/05/2023;Netabet;México;4;1;184;0;0;
9/05/2023;Latinbet;Panamá;15;6;297;396;3;
9/05/2023;Doradobet;Chile;20;2;30;52;18;
9/05/2023;Gangabet;Venezuela;37;5;58;150;30;
9/05/2023;Doradobet;Ecuador;57;8;87;225;80;
9/05/2023;Eltribet;México;94;1;5;22;7;
9/05/2023;Lotosports;Brasil;79;49;422;380;229;
9/05/2023;Gangabet;México;15;0;33;63;24;
9/05/2023;Casino Miravalle Palace;México;1;0;1;0;0;
9/05/2023;Milbets;Brasil;32;19;59;55;43;
9/05/2023;Justbetja;Jamaica;26;9;458;1958;34;
9/05/2023;Gangabet;Chile;5;0;8;19;5;
9/05/2023;iBetSupreme;Guyana;8;4;33;35;23;
9/05/2023;Casino Intercontinental;México;0;0;1;0;0;
9/05/2023;Gangabet;Brasil;0;0;1;0;0;
9/05/2023;Winbet;Venezuela;0;0;0;1;0;
10/05/2023;Doradobet;Perú;681;253;7169;17660;4629;
10/05/2023;Doradobet;Guatemala;49;1;17;56;12;
10/05/2023;Ecuabet;Ecuador;1589;693;26614;53002;9812;
10/05/2023;Doradobet;Nicaragua;101;13;625;1171;296;
10/05/2023;Gangabet;Perú;32;14;481;864;90;
10/05/2023;Doradobet;Chile;12;2;37;50;25;
10/05/2023;Latinbet;Panamá;13;6;229;339;1;
