Periodo;Partner;Pais;Usuarios_Nuevos;Primera_Recarga;Usuarios_que_Depositaron;Activos_Deportivas;Activos_Casino;Primer_Deposito_Por_Pasarela
22/01/2023;Casino Intercontinental;M�xico;0;0;1;0;2;
22/01/2023;Casino Miravalle Palace;M�xico;0;0;2;0;2;
22/01/2023;Doradobet;Chile;10;4;19;47;79;
22/01/2023;Doradobet;Costa Rica;53;11;125;347;83;
22/01/2023;Doradobet;Ecuador;23;0;17;72;26;
22/01/2023;Doradobet;Guatemala;39;0;2;12;5;
22/01/2023;Doradobet;Nicaragua;59;12;459;990;93;
22/01/2023;Doradobet;Per�;433;156;5837;14160;2927;
22/01/2023;Ecuabet;Ecuador;497;218;15136;34338;4058;
22/01/2023;Eltribet;M�xico;21;1;2;6;3;
22/01/2023;Gangabet;Brasil;4;1;3;2;4;
22/01/2023;Gangabet;Chile;19;5;15;53;19;
22/01/2023;Gangabet;M�xico;0;1;8;17;1;
22/01/2023;Gangabet;Per�;12;9;381;657;61;
22/01/2023;Gangabet;Venezuela;5;2;13;26;3;
22/01/2023;Hondubet;Honduras;11;8;95;259;19;
22/01/2023;iBetSupreme;Guyana;4;0;4;25;14;
22/01/2023;Justbetja;Jamaica;22;2;443;2855;28;
22/01/2023;Latinbet;Panam�;10;3;162;269;1;
22/01/2023;Lotosports;Brasil;7;1;300;280;183;
22/01/2023;Milbets;Brasil;19;6;29;29;15;
22/01/2023;Netabet;M�xico;5;1;177;347;37;
23/01/2023;Doradobet;Chile;10;0;8;26;17;
23/01/2023;Doradobet;Costa Rica;51;9;141;310;81;
23/01/2023;Doradobet;Ecuador;30;1;24;57;9;
23/01/2023;Doradobet;Guatemala;20;0;2;12;4;
23/01/2023;Doradobet;Nicaragua;18;6;324;814;101;
23/01/2023;Doradobet;Per�;387;95;3584;11384;1973;
23/01/2023;Ecuabet;Ecuador;341;162;13230;30810;3753;
23/01/2023;Eltribet;M�xico;18;3;4;6;3;
23/01/2023;Gangabet;Brasil;8;0;0;0;0;
23/01/2023;Gangabet;Chile;5;16;39;51;30;
23/01/2023;Gangabet;M�xico;1;1;7;14;2;
23/01/2023;Gangabet;Per�;5;6;330;560;52;
23/01/2023;Gangabet;Venezuela;6;3;14;24;5;
23/01/2023;Hondubet;Honduras;28;5;103;237;20;
23/01/2023;iBetSupreme;Guyana;1;2;23;18;15;
23/01/2023;Justbetja;Jamaica;0;0;114;1894;21;
23/01/2023;Latinbet;Panam�;5;6;124;216;1;
23/01/2023;Lotosports;Brasil;52;31;278;217;186;
23/01/2023;Milbets;Brasil;86;6;18;23;9;
23/01/2023;Netabet;M�xico;5;3;121;258;29;
24/01/2023;Casino Intercontinental;M�xico;0;0;1;0;1;
24/01/2023;Doradobet;Chile;11;1;13;24;12;
24/01/2023;Doradobet;Costa Rica;24;6;159;354;65;
24/01/2023;Doradobet;Ecuador;40;4;20;51;10;
24/01/2023;Doradobet;Guatemala;16;1;4;8;5;
24/01/2023;Doradobet;Nicaragua;52;9;471;854;91;
24/01/2023;Doradobet;Per�;435;125;5412;11612;2134;
24/01/2023;Ecuabet;Ecuador;483;253;16544;32237;3801;
24/01/2023;Eltribet;M�xico;19;2;3;6;1;
24/01/2023;Gangabet;Brasil;14;1;1;1;1;
24/01/2023;Gangabet;Chile;8;12;39;67;31;
24/01/2023;Gangabet;M�xico;0;2;12;12;5;
24/01/2023;Gangabet;Per�;16;10;343;554;56;
24/01/2023;Gangabet;Venezuela;4;2;10;23;3;
24/01/2023;Hondubet;Honduras;42;5;108;229;18;
24/01/2023;iBetSupreme;Guyana;6;1;23;22;21;
24/01/2023;Justbetja;Jamaica;0;1;204;1980;26;
24/01/2023;Latinbet;Panam�;2;3;163;239;0;
24/01/2023;Lotosports;Brasil;45;24;310;249;177;
24/01/2023;Milbets;Brasil;145;7;28;29;21;
24/01/2023;Netabet;M�xico;6;2;136;284;26;
25/01/2023;Casino Gran palacio;M�xico;0;0;1;0;1;
25/01/2023;Casino Miravalle Palace;M�xico;0;0;1;0;1;
25/01/2023;Doradobet;Chile;12;2;19;24;14;
25/01/2023;Doradobet;Costa Rica;74;8;140;339;68;
25/01/2023;Doradobet;Ecuador;27;0;17;62;10;
25/01/2023;Doradobet;Guatemala;25;6;6;15;2;
25/01/2023;Doradobet;Nicaragua;39;20;517;969;90;
25/01/2023;Doradobet;Per�;438;139;5553;12432;2111;
25/01/2023;Ecuabet;Ecuador;623;286;18167;34085;3939;
25/01/2023;Eltribet;M�xico;18;0;2;6;2;
25/01/2023;Gangabet;Brasil;7;0;0;1;1;
25/01/2023;Gangabet;Chile;16;8;30;114;34;
25/01/2023;Gangabet;M�xico;2;0;10;13;2;
25/01/2023;Gangabet;Per�;9;12;344;565;59;
25/01/2023;Gangabet;Venezuela;5;1;15;24;1;
25/01/2023;Hondubet;Honduras;91;10;146;283;21;
25/01/2023;iBetSupreme;Guyana;2;0;27;25;15;
25/01/2023;Justbetja;Jamaica;0;7;277;2029;22;
25/01/2023;Latinbet;Panam�;5;2;164;239;1;
25/01/2023;Lotosports;Brasil;13;12;299;249;168;
25/01/2023;Milbets;Brasil;125;13;29;35;12;
25/01/2023;Netabet;M�xico;4;2;145;284;31;
26/01/2023;Doradobet;Chile;5;1;9;15;12;
26/01/2023;Doradobet;Costa Rica;18;10;99;297;68;
26/01/2023;Doradobet;Ecuador;3;0;10;50;11;
26/01/2023;Doradobet;Guatemala;34;5;6;13;4;
26/01/2023;Doradobet;Nicaragua;10;3;300;672;61;
26/01/2023;Doradobet;Per�;362;60;3291;9448;1541;
26/01/2023;Ecuabet;Ecuador;326;152;11562;27436;2844;
26/01/2023;Eltribet;M�xico;4;1;3;4;1;
26/01/2023;Gangabet;Brasil;1;0;0;0;0;
26/01/2023;Gangabet;Chile;10;2;17;57;12;
26/01/2023;Gangabet;M�xico;0;0;7;7;2;
26/01/2023;Gangabet;Per�;3;6;237;430;42;
26/01/2023;Gangabet;Venezuela;2;1;12;18;1;
26/01/2023;Hondubet;Honduras;46;4;85;235;16;
26/01/2023;iBetSupreme;Guyana;2;1;12;17;9;
26/01/2023;Justbetja;Jamaica;0;3;141;1468;13;
26/01/2023;Latinbet;Panam�;2;3;109;186;0;
26/01/2023;Lotosports;Brasil;4;2;173;156;112;
26/01/2023;Milbets;Brasil;63;10;20;18;15;
26/01/2023;Netabet;M�xico;1;2;70;199;18;
27/01/2023;Casino Miravalle Palace;M�xico;0;0;1;0;1;
27/01/2023;Doradobet;Chile;11;2;15;23;23;
27/01/2023;Doradobet;Costa Rica;74;13;149;325;133;
27/01/2023;Doradobet;Ecuador;42;5;18;61;42;
27/01/2023;Doradobet;Guatemala;36;2;5;17;17;
27/01/2023;Doradobet;Nicaragua;54;10;559;1021;431;
27/01/2023;Doradobet;Per�;655;171;5941;12749;3636;
27/01/2023;Ecuabet;Ecuador;476;229;16962;33284;4014;
27/01/2023;Eltribet;M�xico;54;2;2;8;5;
27/01/2023;Gangabet;Brasil;337;1;1;99;0;
27/01/2023;Gangabet;Chile;36;0;18;141;15;
27/01/2023;Gangabet;M�xico;1;1;13;13;1;
27/01/2023;Gangabet;Per�;12;7;447;633;73;
27/01/2023;Gangabet;Venezuela;5;1;15;25;2;
27/01/2023;Hondubet;Honduras;48;10;126;282;19;
27/01/2023;iBetSupreme;Guyana;3;5;28;26;14;
27/01/2023;Justbetja;Jamaica;0;9;356;2245;24;
27/01/2023;Latinbet;Panam�;5;1;146;231;1;
27/01/2023;Lotosports;Brasil;12;9;279;235;181;
27/01/2023;Milbets;Brasil;72;15;40;28;24;
27/01/2023;Netabet;M�xico;4;4;181;291;31;
28/01/2023;Casino Gran palacio;M�xico;2;0;0;0;0;
28/01/2023;Casino Miravalle Palace;M�xico;0;0;1;0;1;
28/01/2023;Doradobet;Chile;12;1;17;33;22;
28/01/2023;Doradobet;Costa Rica;53;18;179;395;86;
28/01/2023;Doradobet;Ecuador;59;2;19;80;22;
28/01/2023;Doradobet;Guatemala;24;1;7;17;15;
28/01/2023;Doradobet;Nicaragua;47;12;556;1128;256;
28/01/2023;Doradobet;Per�;804;118;6404;13934;2954;
28/01/2023;Ecuabet;Ecuador;567;209;17424;34568;3857;
28/01/2023;Eltribet;M�xico;17;1;2;7;4;
28/01/2023;Gangabet;Brasil;91;1;2;83;5;
28/01/2023;Gangabet;Chile;8;7;23;99;13;
28/01/2023;Gangabet;M�xico;3;0;13;19;3;
28/01/2023;Gangabet;Per�;39;13;400;646;62;
28/01/2023;Gangabet;Venezuela;3;2;6;17;2;
28/01/2023;Hondubet;Honduras;32;10;143;307;19;
28/01/2023;iBetSupreme;Guyana;2;0;15;25;6;
28/01/2023;Justbetja;Jamaica;0;3;271;2647;20;
28/01/2023;Latinbet;Panam�;5;3;217;291;0;
28/01/2023;Lotosports;Brasil;12;7;339;303;170;
28/01/2023;Milbets;Brasil;36;5;35;32;23;
28/01/2023;Netabet;M�xico;0;2;199;327;30;
29/01/2023;Casino Gran palacio;M�xico;0;0;1;0;1;
29/01/2023;Casino Intercontinental;M�xico;0;0;1;0;1;
29/01/2023;Doradobet;Chile;15;3;17;36;41;
29/01/2023;Doradobet;Costa Rica;17;6;163;372;142;
29/01/2023;Doradobet;Ecuador;56;0;18;64;39;
29/01/2023;Doradobet;Guatemala;25;0;2;14;4;
29/01/2023;Doradobet;Nicaragua;61;11;413;1005;134;
29/01/2023;Doradobet;Per�;343;122;6066;13605;2371;
29/01/2023;Ecuabet;Ecuador;462;173;14605;31397;3450;
29/01/2023;Eltribet;M�xico;5;1;2;3;5;
29/01/2023;Gangabet;Brasil;13;1;1;16;2;
29/01/2023;Gangabet;Chile;9;9;34;58;19;
29/01/2023;Gangabet;M�xico;2;0;9;16;4;
29/01/2023;Gangabet;Panam�;1;0;0;0;0;
29/01/2023;Gangabet;Per�;6;7;398;621;44;
29/01/2023;Gangabet;Venezuela;3;0;9;18;0;
29/01/2023;Hondubet;Honduras;5;5;118;275;14;
29/01/2023;iBetSupreme;Guyana;5;0;4;14;4;
29/01/2023;Justbetja;Jamaica;0;1;167;2233;8;
29/01/2023;Latinbet;Panam�;5;2;134;267;1;
29/01/2023;Lotosports;Brasil;11;10;310;267;160;
29/01/2023;Milbets;Brasil;57;7;34;31;18;
29/01/2023;Netabet;M�xico;4;1;191;323;30;
30/01/2023;Casino Intercontinental;M�xico;0;0;1;0;1;
30/01/2023;Casino Miravalle Palace;M�xico;0;0;0;0;2;
30/01/2023;Doradobet;Chile;11;1;15;17;20;
30/01/2023;Doradobet;Costa Rica;39;6;137;268;174;
30/01/2023;Doradobet;Ecuador;33;2;27;66;40;
30/01/2023;Doradobet;Guatemala;40;1;2;9;3;
30/01/2023;Doradobet;Nicaragua;19;7;384;702;162;
30/01/2023;Doradobet;Per�;382;111;4047;8428;2137;
30/01/2023;Ecuabet;Ecuador;434;190;13364;24671;3744;
30/01/2023;Eltribet;M�xico;9;0;0;2;4;
30/01/2023;Gangabet;Brasil;10;0;0;7;3;
30/01/2023;Gangabet;Chile;8;6;17;37;17;
30/01/2023;Gangabet;M�xico;2;0;8;13;5;
30/01/2023;Gangabet;Per�;11;8;278;428;44;
30/01/2023;Gangabet;Venezuela;3;0;7;16;1;
30/01/2023;Hondubet;Honduras;34;7;116;210;19;
30/01/2023;iBetSupreme;Guyana;2;1;16;16;9;
30/01/2023;Justbetja;Jamaica;0;19;754;1674;39;
30/01/2023;Latinbet;Panam�;0;0;125;197;1;
30/01/2023;Lotosports;Brasil;8;5;237;177;161;
30/01/2023;Milbets;Brasil;144;12;27;22;21;
30/01/2023;Netabet;M�xico;4;0;129;249;23;
31/01/2023;Casino Miravalle Palace;M�xico;0;0;2;0;3;
31/01/2023;Doradobet;Chile;7;1;17;28;24;
31/01/2023;Doradobet;Costa Rica;41;6;126;267;109;
31/01/2023;Doradobet;Ecuador;40;3;18;71;28;
31/01/2023;Doradobet;Guatemala;22;0;3;9;7;
31/01/2023;Doradobet;Nicaragua;19;7;465;791;123;
31/01/2023;Doradobet;Per�;451;124;5101;10216;2930;
31/01/2023;Ecuabet;Ecuador;473;240;17513;29605;4293;
31/01/2023;Eltribet;M�xico;25;2;4;6;8;
31/01/2023;Gangabet;Brasil;6;0;0;0;2;
31/01/2023;Gangabet;Chile;3;2;12;34;17;
31/01/2023;Gangabet;M�xico;2;0;11;13;5;
31/01/2023;Gangabet;Per�;11;11;363;524;56;
31/01/2023;Gangabet;Venezuela;5;3;13;16;1;
31/01/2023;Hondubet;Honduras;88;10;124;253;20;
31/01/2023;iBetSupreme;Guyana;6;1;17;14;12;
31/01/2023;Justbetja;Jamaica;10;8;295;2030;41;
31/01/2023;Latinbet;Panam�;2;1;149;227;0;
31/01/2023;Lotosports;Brasil;10;3;254;249;178;
31/01/2023;Milbets;Brasil;15;8;30;29;19;
31/01/2023;Netabet;M�xico;5;2;148;250;29;
31/01/2023;Powerbet;Venezuela;1;0;0;0;0;
1/02/2023;Casino Miravalle Palace;M�xico;0;0;1;0;1;
1/02/2023;Doradobet;Chile;5;4;24;33;35;
1/02/2023;Doradobet;Costa Rica;11;8;142;344;90;
1/02/2023;Doradobet;Ecuador;28;5;22;79;31;
1/02/2023;Doradobet;Guatemala;10;4;9;15;7;
1/02/2023;Doradobet;Nicaragua;22;9;528;986;122;
1/02/2023;Doradobet;Per�;418;154;6440;12944;2699;
1/02/2023;Ecuabet;Ecuador;462;282;20311;35277;4746;
1/02/2023;Eltribet;M�xico;10;0;1;8;5;
1/02/2023;Gangabet;Brasil;6;0;1;1;0;
1/02/2023;Gangabet;Chile;6;4;14;35;20;
1/02/2023;Gangabet;M�xico;12;2;9;30;3;
1/02/2023;Gangabet;Per�;14;12;426;641;61;
1/02/2023;Gangabet;Venezuela;5;0;14;16;2;
1/02/2023;Hondubet;Honduras;105;13;174;317;24;
1/02/2023;iBetSupreme;Guyana;1;1;15;20;7;
1/02/2023;Justbetja;Jamaica;25;7;386;2288;33;
1/02/2023;Latinbet;Panam�;3;2;176;265;0;
1/02/2023;Lotosports;Brasil;13;11;304;286;237;
1/02/2023;Milbets;Brasil;113;15;36;34;18;
1/02/2023;Netabet;M�xico;2;1;155;279;29;
2/02/2023;Casino Miravalle Palace;M�xico;0;0;2;0;2;
2/02/2023;Doradobet;Chile;2;1;18;23;27;
2/02/2023;Doradobet;Costa Rica;23;6;130;308;98;
2/02/2023;Doradobet;Ecuador;20;5;21;70;20;
2/02/2023;Doradobet;Guatemala;10;2;4;16;4;
2/02/2023;Doradobet;Nicaragua;17;9;456;904;118;
2/02/2023;Doradobet;Per�;464;132;5160;11461;2814;
2/02/2023;Ecuabet;Ecuador;539;257;16385;31767;4665;
2/02/2023;Eltribet;M�xico;27;2;3;8;5;
2/02/2023;Gangabet;Brasil;4;1;1;1;1;
2/02/2023;Gangabet;Chile;2;3;14;29;16;
2/02/2023;Gangabet;M�xico;9;16;33;38;8;
2/02/2023;Gangabet;Per�;22;7;339;547;69;
2/02/2023;Gangabet;Venezuela;12;1;8;17;3;
2/02/2023;Hondubet;Honduras;75;20;148;290;30;
2/02/2023;iBetSupreme;Guyana;5;1;18;18;15;
2/02/2023;Justbetja;Jamaica;9;51;844;1804;37;
2/02/2023;Latinbet;Panam�;2;3;133;226;0;
2/02/2023;Lotosports;Brasil;27;11;274;241;197;
2/02/2023;Milbets;Brasil;56;9;33;37;20;
2/02/2023;Netabet;M�xico;5;3;153;272;26;
3/02/2023;Casino Astoria;M�xico;0;0;1;0;1;
3/02/2023;Casino Intercontinental;M�xico;0;0;1;0;1;
3/02/2023;Casino Miravalle Palace;M�xico;0;0;1;0;2;
3/02/2023;Doradobet;Chile;6;2;24;49;69;
3/02/2023;Doradobet;Costa Rica;125;19;200;424;90;
3/02/2023;Doradobet;Ecuador;46;5;31;76;17;
3/02/2023;Doradobet;Guatemala;90;1;5;16;6;
3/02/2023;Doradobet;Nicaragua;18;3;564;996;104;
3/02/2023;Doradobet;Per�;925;146;5929;12431;3046;
3/02/2023;Ecuabet;Ecuador;1078;293;19456;35092;4554;
3/02/2023;Eltribet;M�xico;26;1;1;4;4;
3/02/2023;Gangabet;Brasil;3;0;0;0;1;
3/02/2023;Gangabet;Chile;6;2;9;26;16;
3/02/2023;Gangabet;M�xico;19;4;17;56;2;
3/02/2023;Gangabet;Per�;12;11;397;606;69;
3/02/2023;Gangabet;Venezuela;2;1;11;17;1;
3/02/2023;Hondubet;Honduras;43;12;172;312;28;
3/02/2023;iBetSupreme;Guyana;3;2;24;25;14;
3/02/2023;Justbetja;Jamaica;28;14;601;2150;40;
3/02/2023;Latinbet;Panam�;1;2;152;231;0;
3/02/2023;Lotosports;Brasil;31;22;313;241;196;
3/02/2023;Milbets;Brasil;65;7;30;24;18;
3/02/2023;Netabet;M�xico;6;3;197;316;33;
4/02/2023;Casino Miravalle Palace;M�xico;0;0;3;0;3;
4/02/2023;Doradobet;Chile;13;1;18;33;25;
4/02/2023;Doradobet;Costa Rica;29;8;182;351;104;
4/02/2023;Doradobet;Ecuador;50;8;33;74;10;
4/02/2023;Doradobet;Guatemala;76;2;5;18;5;
4/02/2023;Doradobet;Nicaragua;38;7;656;1108;135;
4/02/2023;Doradobet;Per�;449;187;7971;14778;2725;
4/02/2023;Ecuabet;Ecuador;741;257;22649;38604;4824;
4/02/2023;Eltribet;M�xico;21;2;3;7;2;
4/02/2023;Gangabet;Brasil;5;0;0;0;0;
4/02/2023;Gangabet;Chile;4;4;12;24;9;
4/02/2023;Gangabet;M�xico;41;2;23;35;3;
4/02/2023;Gangabet;Per�;84;9;523;721;75;
4/02/2023;Gangabet;Venezuela;2;1;12;17;3;
4/02/2023;Hondubet;Honduras;45;13;198;333;28;
4/02/2023;iBetSupreme;Guyana;1;0;19;24;11;
4/02/2023;Justbetja;Jamaica;32;17;709;2190;44;
4/02/2023;Latinbet;Panam�;5;4;190;260;0;
4/02/2023;Lotosports;Brasil;9;8;314;287;166;
4/02/2023;Milbets;Brasil;49;6;27;22;20;
4/02/2023;Netabet;M�xico;9;8;209;321;30;
5/02/2023;Casino Astoria;M�xico;1;0;0;0;0;
5/02/2023;Casino Gran palacio;M�xico;0;0;1;0;0;
5/02/2023;Casino Miravalle Palace;M�xico;1;0;0;0;0;
5/02/2023;Doradobet;Chile;12;1;13;25;20;
5/02/2023;Doradobet;Costa Rica;31;5;158;334;87;
5/02/2023;Doradobet;Ecuador;33;3;23;57;10;
5/02/2023;Doradobet;Guatemala;58;0;2;16;6;
5/02/2023;Doradobet;Nicaragua;56;9;449;910;137;
5/02/2023;Doradobet;Per�;345;129;6569;13164;2328;
5/02/2023;Ecuabet;Ecuador;427;165;15101;30211;3811;
5/02/2023;Eltribet;M�xico;1;0;0;5;1;
5/02/2023;Gangabet;Brasil;5;1;1;1;0;
5/02/2023;Gangabet;Chile;5;4;15;20;9;
5/02/2023;Gangabet;M�xico;1;0;13;25;2;
5/02/2023;Gangabet;Per�;8;9;430;624;60;
5/02/2023;Gangabet;Venezuela;3;1;8;12;2;
5/02/2023;Hondubet;Honduras;28;9;143;301;26;
5/02/2023;iBetSupreme;Guyana;0;0;2;17;4;
5/02/2023;Justbetja;Jamaica;30;6;439;1873;27;
5/02/2023;Latinbet;Panam�;5;2;153;222;0;
5/02/2023;Lotosports;Brasil;12;7;316;296;174;
5/02/2023;Milbets;Brasil;57;7;32;31;16;
5/02/2023;Netabet;M�xico;2;0;137;279;0;
6/02/2023;Casino Miravalle Palace;M�xico;0;0;1;0;0;
6/02/2023;Doradobet;Chile;6;1;9;21;24;
6/02/2023;Doradobet;Costa Rica;49;7;137;229;80;
6/02/2023;Doradobet;Ecuador;54;11;32;60;24;
6/02/2023;Doradobet;Guatemala;36;1;1;8;1;
6/02/2023;Doradobet;Nicaragua;67;9;337;640;137;
6/02/2023;Doradobet;Per�;343;90;4337;8636;2607;
6/02/2023;Ecuabet;Ecuador;471;174;13215;23730;3982;
6/02/2023;Eltribet;M�xico;4;1;1;4;3;
6/02/2023;Gangabet;Brasil;2;0;0;0;0;
6/02/2023;Gangabet;Chile;2;0;12;18;13;
6/02/2023;Gangabet;M�xico;29;2;15;68;26;
6/02/2023;Gangabet;Per�;44;16;303;431;56;
6/02/2023;Gangabet;Venezuela;6;1;9;13;2;
6/02/2023;Hondubet;Honduras;23;8;114;228;23;
6/02/2023;iBetSupreme;Guyana;0;1;19;22;10;
6/02/2023;Justbetja;Jamaica;14;4;372;1716;37;
6/02/2023;Latinbet;Panam�;5;2;115;178;0;
6/02/2023;Lotosports;Brasil;26;15;274;205;203;
6/02/2023;Milbets;Brasil;149;12;36;31;26;
6/02/2023;Netabet;M�xico;4;0;146;264;0;
6/02/2023;Virtualsoft;Per�;1;0;0;0;1;
6/02/2023;Winbet;Venezuela;1;0;0;0;0;
7/02/2023;Doradobet;Chile;11;3;16;37;65;
7/02/2023;Doradobet;Costa Rica;44;3;136;301;130;
7/02/2023;Doradobet;Ecuador;33;4;23;60;19;
7/02/2023;Doradobet;Guatemala;43;1;2;14;15;
7/02/2023;Doradobet;Nicaragua;75;13;446;756;129;
7/02/2023;Doradobet;Per�;373;119;5134;10265;3247;
7/02/2023;Ecuabet;Ecuador;508;184;15299;26422;4413;
7/02/2023;Eltribet;M�xico;0;1;1;4;5;
7/02/2023;Gangabet;Brasil;4;0;2;1;2;
7/02/2023;Gangabet;Chile;2;1;12;21;9;
7/02/2023;Gangabet;M�xico;47;2;15;103;41;
7/02/2023;Gangabet;Per�;24;8;339;492;54;
7/02/2023;Gangabet;Venezuela;1;0;5;12;0;
7/02/2023;Hondubet;Honduras;30;7;130;258;23;
7/02/2023;iBetSupreme;Guyana;0;1;16;17;12;
7/02/2023;Justbetja;Jamaica;18;6;401;1946;35;
7/02/2023;Latinbet;Panam�;2;3;132;193;0;
7/02/2023;Lotosports;Brasil;36;17;346;284;225;
7/02/2023;Milbets;Brasil;2061;21;48;378;1029;
7/02/2023;Netabet;M�xico;4;0;149;269;38;
7/02/2023;Virtualsoft;Per�;0;0;0;0;1;
8/02/2023;Casino Intercontinental;M�xico;0;0;1;0;1;
8/02/2023;Casino Miravalle Palace;M�xico;0;0;1;0;1;
8/02/2023;Doradobet;Chile;12;3;20;30;29;
8/02/2023;Doradobet;Costa Rica;52;6;181;353;109;
8/02/2023;Doradobet;Ecuador;38;2;25;66;13;
8/02/2023;Doradobet;Guatemala;61;1;4;17;7;
8/02/2023;Doradobet;Nicaragua;37;11;504;880;115;
8/02/2023;Doradobet;Per�;362;122;6096;11821;3048;
8/02/2023;Ecuabet;Ecuador;569;283;19519;32223;4833;
8/02/2023;Eltribet;M�xico;19;2;5;5;9;
8/02/2023;Gangabet;Brasil;9;0;1;1;2;
8/02/2023;Gangabet;Chile;2;1;12;19;10;
8/02/2023;Gangabet;M�xico;75;5;13;148;55;
8/02/2023;Gangabet;Per�;20;9;413;598;59;
8/02/2023;Gangabet;Venezuela;2;1;11;18;0;
8/02/2023;Hondubet;Honduras;19;7;135;299;25;
8/02/2023;iBetSupreme;Guyana;2;0;16;22;10;
8/02/2023;Justbetja;Jamaica;18;5;476;2233;37;
8/02/2023;Latinbet;Panam�;0;0;147;205;0;
8/02/2023;Lotosports;Brasil;8;11;335;292;219;
8/02/2023;Milbets;Brasil;605;10;37;180;196;
8/02/2023;Netabet;M�xico;7;2;142;259;26;
9/02/2023;Casino Miravalle Palace;M�xico;1;0;3;1;2;
9/02/2023;Doradobet;Chile;11;3;16;31;59;
9/02/2023;Doradobet;Costa Rica;70;8;123;312;125;
9/02/2023;Doradobet;Ecuador;31;1;22;50;10;
9/02/2023;Doradobet;Guatemala;50;2;4;19;5;
9/02/2023;Doradobet;Nicaragua;64;5;359;666;97;
9/02/2023;Doradobet;Per�;447;123;4343;8769;2772;
9/02/2023;Ecuabet;Ecuador;469;198;15455;27011;4302;
9/02/2023;Eltribet;M�xico;41;1;1;5;5;
9/02/2023;Gangabet;Brasil;5;0;1;0;1;
9/02/2023;Gangabet;Chile;1;0;10;19;7;
9/02/2023;Gangabet;M�xico;74;14;42;77;21;
9/02/2023;Gangabet;Panam�;1;0;0;0;0;
9/02/2023;Gangabet;Per�;19;10;286;459;54;
9/02/2023;Gangabet;Venezuela;2;0;9;15;3;
9/02/2023;Hondubet;Honduras;36;8;100;238;21;
9/02/2023;iBetSupreme;Guyana;3;0;9;18;7;
9/02/2023;Justbetja;Jamaica;8;2;387;1349;29;
9/02/2023;Latinbet;Panam�;1;0;111;167;0;
9/02/2023;Lotosports;Brasil;4;3;308;259;189;
9/02/2023;Milbets;Brasil;310;25;55;86;270;
9/02/2023;Netabet;M�xico;2;0;160;263;27;
10/02/2023;Casino Miravalle Palace;M�xico;1;0;2;1;1;
10/02/2023;Doradobet;Chile;14;1;14;20;20;
10/02/2023;Doradobet;Costa Rica;63;9;146;301;92;
10/02/2023;Doradobet;Ecuador;23;6;28;64;10;
10/02/2023;Doradobet;Guatemala;46;3;7;18;8;
10/02/2023;Doradobet;Nicaragua;63;10;576;840;116;
10/02/2023;Doradobet;Per�;525;127;5795;10763;4863;
10/02/2023;Ecuabet;Ecuador;412;188;17840;28134;3956;
10/02/2023;Eltribet;M�xico;29;0;0;4;2;
10/02/2023;Gangabet;Brasil;8;0;1;0;1;
10/02/2023;Gangabet;Chile;6;0;12;17;11;
10/02/2023;Gangabet;M�xico;34;1;15;129;14;
10/02/2023;Gangabet;Per�;7;9;412;551;57;
10/02/2023;Gangabet;Venezuela;5;1;8;15;0;
10/02/2023;Hondubet;Honduras;22;6;152;267;24;
10/02/2023;iBetSupreme;Guyana;1;5;25;27;10;
10/02/2023;Justbetja;Jamaica;15;9;659;2488;37;
10/02/2023;Latinbet;Panam�;2;1;156;206;0;
10/02/2023;Lotosports;Brasil;7;6;284;221;181;
10/02/2023;Milbets;Brasil;605;17;50;102;649;
10/02/2023;Netabet;M�xico;7;7;174;285;27;
11/02/2023;Casino Miravalle Palace;M�xico;0;0;4;1;3;
11/02/2023;Doradobet;Chile;11;0;19;32;19;
11/02/2023;Doradobet;Costa Rica;31;8;191;362;85;
11/02/2023;Doradobet;Ecuador;55;4;31;69;13;
11/02/2023;Doradobet;Guatemala;29;0;2;24;5;
11/02/2023;Doradobet;Nicaragua;42;13;615;1022;111;
11/02/2023;Doradobet;Per�;647;211;8126;15647;5389;
11/02/2023;Ecuabet;Ecuador;622;254;21078;35529;4447;
11/02/2023;Eltribet;M�xico;30;1;3;6;5;
11/02/2023;Gangabet;Brasil;6;0;0;0;1;
11/02/2023;Gangabet;Chile;2;0;13;19;8;
11/02/2023;Gangabet;M�xico;32;3;28;81;4;
11/02/2023;Gangabet;Per�;79;16;505;689;68;
11/02/2023;Gangabet;Venezuela;2;1;15;17;1;
11/02/2023;Hondubet;Honduras;52;9;178;342;20;
11/02/2023;iBetSupreme;Guyana;4;5;18;31;9;
11/02/2023;Justbetja;Jamaica;30;4;635;3069;31;
11/02/2023;Latinbet;Panam�;4;3;182;255;0;
11/02/2023;Lotosports;Brasil;7;5;345;305;172;
11/02/2023;Milbets;Brasil;291;8;49;62;112;
11/02/2023;Netabet;M�xico;9;5;214;335;25;
12/02/2023;Casino Miravalle Palace;M�xico;1;0;2;0;2;
12/02/2023;Doradobet;Chile;14;1;20;29;45;
12/02/2023;Doradobet;Costa Rica;16;12;165;398;100;
12/02/2023;Doradobet;Ecuador;51;3;27;67;14;
12/02/2023;Doradobet;Guatemala;42;0;2;19;8;
12/02/2023;Doradobet;Nicaragua;69;17;427;906;117;
12/02/2023;Doradobet;Per�;507;174;6229;15102;5471;
12/02/2023;Ecuabet;Ecuador;532;215;14644;31295;4231;
12/02/2023;Eltribet;M�xico;6;1;2;10;3;
12/02/2023;Gangabet;Brasil;8;0;0;0;0;
